Product Code,Product Label,"UAE export to vietnam Value in 2022, USD thousands","annual growth export from uae to vietnam in value between 2018-2022, %, p.a","vietnam Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"import Value vietnam from world in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from world to vietnam in 2022 ,Quantity unit ,Unit value (USD/unit) ,"UAE export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from UAE to world  in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
30472,"Frozen fillets of haddock ""Melanogrammus aeglefinus""", , , ,15, , , ,, , , , ,Tons, ,2, ,0,1,Tons,"11,000",
30473,"Frozen fillets of coalfish ""Pollachius virens""", , , ,15, , , ,, , , , ,Tons, ,7, ,0,0,Tons, ,
30474,"Frozen fillets of hake ""Merluccius spp., Urophycis spp.""", , , ,15, , , ,,3,-62,0,0,Tons, ,7, ,0,3,Tons,"4,333",
30475,"Frozen fillets of Alaska pollack ""Theragra chalcogramma""", , , ,15, , , ,,170,-18,0,59,Tons,"2,881",1, ,0,96,Tons,"3,219",
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, . . .", , , ,15, , , ,,112,-44,0,20,Tons,"5,600",111,366,0,5,Tons,"5,400",
30481,"Frozen fillets of Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus . . .", , , ,15, , , ,,"35,292",-8,1,"5,594",No quantity,"6,309",474,7,0,499,No quantity,"13,116",
30482,"Frozen fillets of trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus . . .", , , ,15, , , ,,694,-19,0,115,Tons,"6,035",16,25,0,5,Tons,"8,800",
30483,"Frozen fillets of flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae . . .", , , ,15, , , ,,706,3,0,261,Tons,"2,705",65,293,0,59,Tons,"7,780",
30484,"Frozen fillets of swordfish ""Xiphias gladius""", , , ,15, , , ,,4,-29,0,1,Tons,"4,000",5, ,0, ,Tons, ,
30485,"Frozen fillets of toothfish ""Dissostichus spp.""", , , ,15, , , ,,32,-60,0,0, , , , , ,51, ,"37,118",
30486,"Frozen fillets of herring ""Clupea harengus, Clupea pallasii""", , , ,15, , , ,,6,-35,0,0,Tons, , , , ,5,Tons,"10,800",
30487,"Frozen fillets of tuna ""of the genus Thunnus"", skipjack or stripe-bellied bonito ""Euthynnus . . .", , , ,15, , , ,,"28,717",13,1,"3,545",Tons,"8,101",97,15,0,160,Tons,"13,656",
30489,"Frozen fish fillets, n.e.s.", , , ,15, , , ,,"2,196",-31,0,239,Tons,"9,188","1,597",12,0,441,Tons,"8,422",
30491,"Frozen meat, whether or not minced, of swordfish ""Xiphias gladius"" (excl. fillets)", , , , , , , ,,529,15,2,257,Tons,"2,058", , , , ,Tons, ,
30493,"Frozen meat, whether or not minced, of tilapia ""Oreochromis spp."", catfish ""Pangasius spp., . . .", , , ,15, , , ,,40,80,0,96,Tons,417, , , ,0,Tons, ,
30494,"Frozen meat, whether or not minced, of Alaska pollack ""Theragra chalcogramma"" (excl. fillets)", , , , , , , ,,202, ,0,64,Tons,"3,156", , , , ,Tons, ,
30495,"Frozen meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, . . .", , , ,15, , , ,,52,-33,0,27,Tons,"1,926", , , ,4,Tons,"7,000",
30499,Frozen fish meat n.e.s. (excl. fillets), , , ,15, , , ,,"34,226",-5,2,"7,467",Tons,"4,584",774,-22,0,338,Tons,"2,769",
30510,"Flours, meals and pellets of fish, fit for human consumption", , , ,20, , , ,,122,-67,0,304,Tons,401,31,45,0,8,Tons,"2,750",
30520,"Fish livers, roes and milt, dried, smoked, salted or in brine", , , ,20, , , ,,"1,105",-44,0,93,Tons,"11,882", , , ,0,Tons, ,
30531,"Fillets, dried, salted or in brine, but not smoked, of tilapia ""Oreochromis spp."", catfish . . .", , , , , , , ,,192, ,2,23,Tons,"8,348", , , , ,Tons, ,
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, . . .", , , ,20, , , ,,64,-58,0,11,Tons,"5,818", , , ,0,Tons, ,
30539,"Fish fillets, dried, salted or in brine, but not smoked (excl. tilapia, catfish, carp, eels, . . .", , , ,20, , , ,, , , , ,Tons, ,39,0,0,2,Tons,"12,500",
30541,"Smoked Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus . . .", , , ,15, , , ,,178,-49,0,0,Tons, ,260,11,0,54,Tons,"20,759",
30543,"Smoked trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, . . .", , , ,20, , , ,,32,-25,0,2,Tons,"16,000",3,29,0,2,Tons,"15,500",
30549,"Smoked fish, incl. fillets (excl. offal, Pacific salmon, Atlantic salmon, Danube salmon, herring, . . .", , , ,20, , , ,,37,-47,0,0,No quantity, ,243,-14,0,12,No quantity,"10,833",
30551,"Dried cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", even salted, not smoked (excl. fillets . . .", , , , , , , ,, , , , , , ,1,124,0,0, , ,
30552,"Dried tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus . . .", , , ,20, , , ,, , , , ,Tons, ,239,-11,4, ,Tons, ,
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, . . .", , , ,20, , , ,,37,95,0,16,Tons,"2,313",5,91,0,0,Tons, ,
30554,"Dried herrings ""Clupea harengus, Clupea pallasii"", anchovies ""Engraulis spp."", sardines ""Sardina . . .", , , ,20, , , ,,215,14,0,13,Tons,"16,538","22,518",5,21,7,Tons,"9,286",
30559,"Fish, dried, even salted but not smoked, n.e.s. (excl. fillets and offal)", , , ,20, , , ,,319,-64,0,37,No quantity,"8,622",256,-47,0,0,No quantity, ,
30562,"Cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", salted or in brine only (excl. fillets . . .", , , ,20, , , ,,46, ,0,15,Tons,"3,067", , , ,0,Tons, ,
30563,"Anchovies ""Engraulis spp."", salted or in brine only (excl. fillets and offal)", , , ,20, , , ,,3,46,0,0,Tons, , , , ,1,Tons,"9,000",
30569,"Fish, salted or in brine only (excl. fillets, offal, herring, cod, anchovies, tilapia, catfish, . . .", , , ,20, , , ,,287,-74,0,309,Tons,929,3,-23,0,89,Tons,"2,045",
30571,"Shark fins, smoked, dried, salted or in brine", , , ,20, , , ,, , , , ,No quantity, ,562,-38,0, ,No quantity, ,
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine", , , ,10, , , ,,"4,540",-46,1,670,Tons,"6,776","1,581",-34,0,1,Tons,"200,000",
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excl. heads, tails, . . .", , , ,15, , , ,,"2,267",-15,4,"1,281",Tons,"1,770",201,-27,0, ,Tons, ,
30611,"Frozen rock lobster and other sea crawfish ""Palinurus spp."", ""Panulirus spp."" and ""Jasus spp."", . . .", , , ,21, , , ,,488,-58,0,25,Tons,"19,520","15,837",27,2,100,Tons,"17,270",29
30612,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, . . .", , , ,19, , , ,,"1,498",-34,0,70,Tons,"21,400","8,819",18,1,152,Tons,"26,776",24
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming . . .", , , ,2, , , ,,"80,389",5,2,"5,005",Tons,"16,062",356,-14,0,464,Tons,"14,412",31
30615,"Frozen Norway lobsters ""Nephrops norvegicus"", even smoked, whether in shell or not, incl. lobsters . . .", , , ,10, , , ,,757,-35,0,72,Tons,"10,514", , , ,42,Tons,"24,976",
30616,"Frozen cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether . . .", , , ,3, , , ,,"7,952",-46,1,"1,439",Tons,"5,526","4,969",20,0,150,Tons,"5,040",
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in . . .", , , ,10, , , ,,"464,145",-30,2,"69,867",Tons,"6,643","138,616",-2,1,"28,005",Tons,"6,464",
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. . . .", , , ,0, , , ,,"1,165",-27,1,276,Tons,"4,221",648,-2,1,91,Tons,"7,242",
30631,"Rock lobster and other sea crawfish ""Palinurus spp., Panulirus spp. and Jasus spp."", whether . . .", , , ,7, , , ,,"27,641",21,2,697,Tons,"39,657", , , ,47,Tons,"35,340",
30632,"Lobsters ""Homarus spp."", whether in shell or not, live, fresh or chilled", , , ,7, , , ,,"13,493",-18,1,"1,036",Tons,"13,024",70,-27,0,293,Tons,"24,362",
30633,"Crabs, whether in shell or not, live, fresh or chilled", , , ,0, , , ,,"21,728",55,1,510,Tons,"42,604",10,-29,0,147,Tons,"23,082",
30634,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, live, fresh or chilled", , , ,10, , , ,,1,-41,0,0, , , , , ,10, ,"23,900",
30635,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", whether in shell or not, live, . . .", , , ,0, , , ,,"7,199",-4,7,305,Tons,"23,603",1,-28,0,162,Tons,"10,722",
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps . . .", , , ,3, , , ,,"7,822",-12,2,100,Tons,"78,220",229,9,0,"1,981",Tons,"6,488",
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. . . .", , , ,0, , , ,,19,-55,0,1,Tons,"19,000",23,87,0,22,Tons,"6,955",
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked . . .", , , ,16, , , ,,2,-57,0,0,Tons, ,1,-43,0,0,Tons, ,
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones . . .", , , ,10, , , ,,561,-62,0,713,Tons,787,19,-33,0,290,Tons,"4,490",
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in . . .", , , ,19, , , ,,19,-57,0,23,No quantity,826,7,-23,0,4,No quantity,"6,000",
30711,"Oysters, even in shell, live, fresh or chilled", , , ,0, , , ,,"1,143",-13,0,163,Tons,"7,012",549,57,0,180,Tons,"11,439",
30712,"Oysters, even in shell, frozen", , , ,3, , , ,,"2,000",26,2,320,Tons,"6,250",51,-21,0,2,Tons,"6,500",
30719,"Oysters, even in shell, smoked, dried, salted or in brine", , , ,18, , , ,,19,-62,0,1,Tons,"19,000",20,-25,0,1,Tons,"40,000",
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell", , , ,0, , , ,,964,50,0,58,Tons,"16,621",14,-56,0,52,Tons,"12,173",
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell", , , ,3, , , ,,"16,363",12,1,"3,686",Tons,"4,439",319,-6,0,281,Tons,"17,409",
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even . . .", , , ,10, , , ,,21,-70,0,0,Tons, ,54,2,0,4,Tons,"20,250",
30731,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell", , , ,0, , , ,,1,-78,0,0,Tons, ,135,26,0,162,Tons,"4,377",
30732,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell", , , ,0, , , ,,"1,420",-10,1,353,Tons,"4,023",756,11,0,973,Tons,"4,799",
30739,"Mussels ""Mytilus spp., Perna spp."", smoked, dried, salted or in brine, even in shell", , , ,10, , , ,,340,-50,1,130,Tons,"2,615",113,12,0,19,Tons,"3,789",
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell", , , ,3, , , ,,36,-54,0,15,No quantity,"2,400",743,9,0,120,No quantity,"5,108",
30743,"Cuttle fish and squid, frozen, with or without shell", , , ,5, , , ,,"392,400",4,6,"74,542",Tons,"5,264","5,938",48,0,"5,780",Tons,"4,021",
30749,"Cuttle fish and squid, smoked, dried, salted or in brine, with or without shell", , , ,12, , , ,,205,-67,0,119,Tons,"1,723","1,188",15,0,143,Tons,"2,993",
30751,"Octopus ""Octopus spp."", live, fresh or chilled", , , ,5, , , ,, , , , ,Tons, ,1,-50,0,0,Tons, ,
30752,"Octopus ""Octopus spp."", frozen", , , ,15, , , ,,"30,492",-11,1,"7,227",Tons,"4,219",302,19,0,539,Tons,"8,124",
30759,"Octopus ""Octopus spp."", smoked, dried, salted or in brine", , , ,18, , , ,,389,-44,0,96,Tons,"4,052",6,-20,0,64,Tons,"10,406",
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without . . .", , , ,5, , , ,,590,29,1,155,Tons,"3,806", , , ,2,Tons,"10,000",
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, . . .", , , ,2, , , ,,331,-47,0,90,No quantity,"3,678",4,-4,0,79,No quantity,"6,177",
30772,"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, . . .", , , ,0, , , ,,"3,324",-2,1,435,No quantity,"7,641",20,22,0,43,No quantity,"4,721",
30779,"Smoked, dried, salted or in brine, even in shell, clams, cockles and ark shells ""families Arcidae, . . .", , , ,10, , , ,,114,-64,1,50,Tons,"2,280",11,-2,0,10,Tons,"4,400",
30781,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp.""", , , ,0, , , ,,"8,627",50,5,295, ,"29,244",651,166,0,11, ,"27,818",
30783,"Frozen, even in shell, abalone ""Haliotis spp.""", , , ,0, , , ,,"3,663",-3,4,279,Tons,"13,129", , , ,0,Tons, ,
30784,"Frozen, even in shell, stromboid conchs ""Strombus spp.""", , , ,0, , , ,,17,30,0,2,Tons,"8,500",8,384,0, ,Tons, ,
30787,"Smoked, dried, salted or in brine, even in shell, abalone ""Haliotis spp.""", , , ,10, , , ,,300,-39,0,7, ,"42,857","4,483",272,7, , , ,
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, . . .", , , ,2, , , ,,824,43,0,182,Tons,"4,527",9,-30,0,4,Tons,"26,500",
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, . . .", , , ,0, , , ,,"5,606",-9,1,"1,119",Tons,"5,010",45,106,0,89,Tons,"15,719",
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the . . .", , , ,12, , , ,,22,-67,0,0,Tons, ,12,15,0,8,Tons,"12,000",
30812,"Frozen sea cucumbers ""Stichopus japonicus, Holothuroidea""", , , , , , , ,,107,-77,0,45,Tons,"2,378", , , , ,Tons, ,
30819,"Smoked, dried, salted or in brine, sea cucumbers ""Stichopus japonicus, Holothuroidea""", , , ,18, , , ,,"3,626",-43,1,221,Tons,"16,407",267,-22,0, ,Tons, ,
30821,"Live, fresh or chilled, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus . . .", , , ,0, , , ,,243, ,0,0, , , , , ,1, ,"234,000",
30822,"Frozen sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus . . .", , , ,0, , , ,,8, ,0,0,Tons, , , , ,0,Tons, ,
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish ""Rhopilema . . .", , , ,7, , , ,,62,-80,0,12,Tons,"5,167", , , ,0,Tons, ,
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates . . .", , , ,6, , , ,,315,-31,0,25,Tons,"12,600",22,-19,0,1,Tons,"231,000",
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar . . .", , , ,15, , , ,,794,-23,0,0,Tons, ,"1,191",46,0,0,Tons, ,9
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing . . .", , , ,15, , , ,,"31,253",12,1,0,Tons, ,799,20,0,0,Tons, ,243
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing . . .", , , ,15, , , ,,105,1,0,0, , ,97,-26,0,102, ,"2,373",
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar . . .", , , ,15, , , ,,"23,468",7,1,0,Tons, ,656,37,0,0,Tons, ,
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%", , , ,5, , , ,,"348,821",19,3,"90,510",Tons,"3,854","3,325",-43,0,"30,140",Tons,"3,783","1,361"
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened", , , ,5, , , ,,"150,733",-1,1,0,Tons, ,"44,336",29,0,"84,778",Tons,"4,044","4,978"
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened", , , ,5, , , ,,"5,367",33,1,919,Tons,"5,840","6,170",9,1,"18,573",Tons,"3,678",90
40291,"Milk and cream, concentrated but unsweetened (excl. in solid forms)", , , ,5, , , ,,"3,709",38,0,"1,702",No quantity,"2,179",967,-27,0,"39,228",No quantity,"1,758",24
40299,"Milk and cream, concentrated and sweetened (excl. in solid forms)", , , ,5, , , ,,"11,472",-21,1,"8,838",No quantity,"1,298","5,226",22,1,"3,138",No quantity,"2,573",127
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, . . .", , , ,20, , , ,,"2,017",-21,0,"1,816",Tons,"1,111",356,-10,0,950,Tons,"2,740",50
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, . . .", , , ,20, , , ,,"9,799",14,0,"2,696",Tons,"3,635",136,3,0,"6,660",Tons,"3,101",151
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening . . .", , , ,0, , , ,,"70,285",20,2,"63,733",Tons,"1,103",3,0,0,"10,330",Tons,"1,963",57
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.", , , ,5, , , ,,"8,671",40,1,"1,808",Tons,"4,796",16,-35,0,"3,767",Tons,"2,230",7
40510,Butter (excl. dehydrated butter and ghee), , , ,13, , , ,,"25,306",-2,0,"4,081",Tons,"6,201",394,-27,0,"11,860",Tons,"6,506",58
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%", , , ,15, , , ,,214,-19,0,56, ,"3,821",2,-70,0,94, ,"8,309",2
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excl. natural butter, recombined . . .", , , ,8, , , ,,"34,615",-15,1,"7,243", ,"4,779","1,071",-3,0,"7,965", ,"6,728",122
40610,"Fresh cheese ""unripened or uncured cheese"", incl. whey cheese, and curd", , , ,10, , , ,,"26,917",20,0,"6,106",Tons,"4,408","1,058",-23,0,"11,523",Tons,"5,119",11
40620,"Grated or powdered cheese, of all kinds", , , ,10, , , ,,"10,623",5,0,"2,195",Tons,"4,840",430,22,0,"9,126",Tons,"4,221",25
40630,"Processed cheese, not grated or powdered", , , ,10, , , ,,"10,173",-4,0,"1,840",Tons,"5,529",431,2,0,"16,521",Tons,"5,996",53
40640,"Blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti""", , , ,10, , , ,,233,13,0,27, ,"8,630",19,-7,0,156, ,"9,436",
40690,"Cheese (excl. fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese and . . .", , , ,10, , , ,,"18,621",7,0,"2,878",Tons,"6,470","1,209",54,0,"16,735",Tons,"6,587",9
40711,"Fertilised eggs for incubation, of domestic fowls", , , ,0, , , ,,29,-14,0,0, , ,27, ,0,0, , ,
40719,Fertilised birds' eggs for incubation (excl. of domestic fowls), , , ,0, , , ,,303,5,0,41, ,"7,390", , , ,8, ,"8,625",
40721,"Fresh eggs of domestic fowls, in shell (excl. fertilised for incubation)", , , ,80, , , ,,1, ,0,0,No quantity, ,"2,210",13,0,0,No quantity, ,
40729,"Fresh birds' eggs, in shell (excl. of domestic fowls, and fertilised for incubation)", , , , , , , ,, , , , , , ,34,-37,0,0, , ,
40790,"Birds' eggs, in shell, preserved or cooked", , , ,80, , , ,,1,-48,0,3,No quantity,333,4,-45,0,654,No quantity,"4,249",
40811,"Dried egg yolks, whether or not sweetened", , , ,20, , , ,,"2,219",11,1,403, ,"5,506",1,-56,0,111, ,"5,874",
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, . . .", , , ,20, , , ,,"1,667",30,0,281,Tons,"5,932",28,-23,0,716,Tons,"3,170",
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excl. egg yolks)", , , ,20, , , ,,"4,772",8,1,799, ,"5,972",32,279,0,127, ,"5,850",
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or . . .", , , ,20, , , ,, , , , ,Tons, ,278,-11,0,"1,497",Tons,"2,043",
40900,Natural honey, , , ,10, , , ,,"1,230",-16,0,156,Tons,"7,885","2,615",52,0,"9,558",Tons,"3,072",4
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.", , , ,5, , , ,,"78,419",5,6,0,No quantity, ,15, ,0,0,No quantity, ,
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair", , , ,5, , , ,,555,-11,1,312,No quantity,"1,779",39,56,0,6,No quantity,"15,167",
50210,"Pigs', hogs' or boars' bristles and waste of such bristles", , , , , , , ,,"1,731",36,4,232, ,"7,461", , , , , , ,
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, . . .", , , ,3, , , ,,"22,756",-41,0,"5,836", ,"3,899",95,-37,0,"1,152", ,"1,805",-
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated . . .", , , ,5, , , ,,"338,204",-5,21,"11,168",Tons,"30,283",66,-57,0,18,Tons,"5,667",
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, . . .", , , ,5, , , ,,"38,536",11,24,"79,124",Tons,487, , , ,56,Tons,"4,804",
50610,Ossein and bones treated with acid, , , ,0, , , ,,48,-5,0,120, ,400, , , ,0, , ,
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply . . .", , , ,0, , , ,,"15,363",12,5,"28,044",Tons,548, , , ,140,Tons,"1,264",
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, . . .", , , ,4, , , ,,"2,058",-5,1,239,Tons,"8,611", , , ,1,Tons,"20,000",
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder . . .", , , ,5, , , ,,"5,572",-1,4,"7,212",Tons,773,45,87,0,336,Tons,"3,295",
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other . . .", , , ,0, , , ,,279,21,0,63, ,"4,429",4, ,0,2, ,"65,500",
51110,Bovine semen, , , ,0, , , ,,"3,547",6,1,0, , ,3,-43,0,0, , ,
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, . . .", , , ,4, , , ,,"36,688",-5,4,"1,074",Tons,"34,160",1,88,0,28,Tons,"15,393",
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excl. fish, crustaceans, . . .", , , ,0, , , ,,"21,895",-20,1,"28,878",Tons,758,8,-15,0,425,Tons,"4,513",
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human . . .", , , ,0, , , ,,"46,025",-3,4,0, , ,1,-57,0,0, , ,
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory . . .", , , ,0, , , ,,1,-82,0,0,Tons, ,29,-41,0,0,Tons, ,
60210,Unrooted cuttings and slips, , , ,0, , , ,,216,1,0,0,No quantity, ,715,350,0,0,No quantity, ,1
