Product Code,Product Label,"UAE export to libya Value in 2022, USD thousands","nnual growth in value uae export to libya between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"libya import from world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported libya to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"CO2 emission, Tons ","Uae export to world Value in 2022, USD thousand ","Annual growth in value between Uae export to world  2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell", , , , , , , ,, , , , , , ,N/A,14,-56,0,52, ,"12,173",
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell", , , , , , , ,, , , , , , ,N/A,319,-6,0,281, ,"17,409",
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even . . .", , , , , , , ,, , , , , , ,N/A,54,2,0,4, ,"20,250",
30731,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell", , , , , , , ,, , , , , , ,N/A,135,26,0,162, ,"4,377",
30732,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell", , , , , , , ,,53,28,0,16, ,"3,313",N/A,756,11,0,973, ,"4,799",
30739,"Mussels ""Mytilus spp., Perna spp."", smoked, dried, salted or in brine, even in shell", , , , , , , ,, , , , , , ,N/A,113,12,0,19, ,"3,789",
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell", , , , , , , ,,1,-48,0,0, , ,N/A,743,9,0,120, ,"5,108",
30743,"Cuttle fish and squid, frozen, with or without shell", , , , , , , ,,"2,841",49,0,830, ,"3,423",N/A,"5,938",48,0,"5,780", ,"4,021",
30749,"Cuttle fish and squid, smoked, dried, salted or in brine, with or without shell", , , ,0, , , ,,2,-38,0,0, , ,N/A,"1,188",15,0,143, ,"2,993",
30751,"Octopus ""Octopus spp."", live, fresh or chilled", , , , , , , ,, , , , , , ,N/A,1,-50,0,0, , ,
30752,"Octopus ""Octopus spp."", frozen", , , , , , , ,,27,22,0,7, ,"3,857",N/A,302,19,0,539, ,"8,124",
30759,"Octopus ""Octopus spp."", smoked, dried, salted or in brine", , , , , , , ,, , , , , , ,N/A,6,-20,0,64, ,"10,406",
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, . . .", , , , , , , ,, , , , , , ,N/A,4,-4,0,79, ,"6,177",
30772,"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, . . .", , , , , , , ,, , , , , , ,N/A,20,22,0,43, ,"4,721",
30779,"Smoked, dried, salted or in brine, even in shell, clams, cockles and ark shells ""families Arcidae, . . .", , , , , , , ,, , , , , , ,N/A,11,-2,0,10, ,"4,400",
30781,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp.""", , , , , , , ,, , , , , , ,N/A,651,166,0,11, ,"27,818",
30784,"Frozen, even in shell, stromboid conchs ""Strombus spp.""", , , , , , , ,, , , , , , ,N/A,8,384,0, , , ,
30787,"Smoked, dried, salted or in brine, even in shell, abalone ""Haliotis spp.""", , , , , , , ,, , , , , , ,N/A,"4,483",272,7, , , ,
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, . . .", , , , , , , ,, , , , , , ,N/A,9,-30,0,4, ,"26,500",
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, . . .", , , , , , , ,, , , , , , ,N/A,45,106,0,89, ,"15,719",
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the . . .", , , , , , , ,, , , , , , ,N/A,12,15,0,8, ,"12,000",
30819,"Smoked, dried, salted or in brine, sea cucumbers ""Stichopus japonicus, Holothuroidea""", , , , , , , ,, , , , , , ,N/A,267,-22,0, , , ,
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates . . .", , , , , , , ,,22, ,0,4, ,"5,500",N/A,22,-19,0,1, ,"231,000",
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar . . .", , , ,0, , , ,,"3,219",-19,0,"4,681", ,688,N/A,"1,191",46,0,0, , ,130
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing . . .", , , ,0, , , ,,"20,066",-24,0,"25,709", ,781,N/A,799,20,0,0, , ,"3,564"
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing . . .", , , , , , , ,,9,-76,0,6, ,"1,500",N/A,97,-26,0,102, ,"2,373",
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar . . .", , , , , , , ,,"2,329",-19,0,728, ,"3,199",N/A,656,37,0,0, , ,
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%", , , ,0, , , ,,"69,354",65,1,"18,894", ,"3,671",N/A,"3,325",-43,0,"30,140", ,"3,783","4,907"
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened", , , ,0, , , ,,"38,853",16,0,"9,797", ,"3,966",N/A,"44,336",29,0,"84,778", ,"4,044","8,200"
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened", , , ,0, , , ,,242,-3,0,59, ,"4,102",N/A,"6,170",9,1,"18,573", ,"3,678",219
40291,"Milk and cream, concentrated but unsweetened (excl. in solid forms)", , , ,0, , , ,,"48,388",-3,3,"26,242", ,"1,844",N/A,967,-27,0,"39,228", ,"1,758","33,173"
40299,"Milk and cream, concentrated and sweetened (excl. in solid forms)", , , ,0, , , ,,"1,742",7,0,713, ,"2,443",N/A,"5,226",22,1,"3,138", ,"2,573",669
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, . . .", , , ,0, , , ,,"1,016",21,0,576, ,"1,764",N/A,356,-10,0,950, ,"2,740",114
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, . . .", , , ,0, , , ,,"2,307",15,0,"1,781", ,"1,295",N/A,136,3,0,"6,660", ,"3,101",179
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening . . .", , , ,0, , , ,,"1,198",23,0,667, ,"1,796",N/A,3,0,0,"10,330", ,"1,963",28
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.", , , ,0, , , ,,"1,405",22,0,188, ,"7,473",N/A,16,-35,0,"3,767", ,"2,230",44
40510,Butter (excl. dehydrated butter and ghee), , , ,0, , , ,,"11,899",77,0,"2,054", ,"5,793",N/A,394,-27,0,"11,860", ,"6,506",198
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%", , , ,0, , , ,,171, ,0,30, ,"5,700",N/A,2,-70,0,94, ,"8,309",
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excl. natural butter, recombined . . .", , , ,0, , , ,,"20,388",59,1,"3,495", ,"5,833",N/A,"1,071",-3,0,"7,965", ,"6,728",219
40610,"Fresh cheese ""unripened or uncured cheese"", incl. whey cheese, and curd", , , ,0, , , ,,"32,852",23,0,"6,579", ,"4,993",N/A,"1,058",-23,0,"11,523", ,"5,119",207
40620,"Grated or powdered cheese, of all kinds", , , ,0, , , ,,920,-23,0,161, ,"5,714",N/A,430,22,0,"9,126", ,"4,221",24
40630,"Processed cheese, not grated or powdered", , , ,0, , , ,,"52,223",1,2,"11,698", ,"4,464",N/A,431,2,0,"16,521", ,"5,996",813
40640,"Blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti""", , , ,0, , , ,,14,141,0,1, ,"14,000",N/A,19,-7,0,156, ,"9,436",
40690,"Cheese (excl. fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese and . . .", , , ,0, , , ,,"54,346",16,0,"12,157",Tons,"4,470",N/A,"1,209",54,0,"16,735",Tons,"6,587",185
40711,"Fertilised eggs for incubation, of domestic fowls", , , , , , , ,,"28,186",-1,2,"5,391", ,"5,228",N/A,27, ,0,0, , ,
40719,Fertilised birds' eggs for incubation (excl. of domestic fowls), , , , , , , ,,1,-75,0,0, , ,N/A, , , ,8, ,"8,625",
40721,"Fresh eggs of domestic fowls, in shell (excl. fertilised for incubation)", , , , , , , ,,226,-59,0,182, ,"1,242",N/A,"2,210",13,0,0, , ,
40729,"Fresh birds' eggs, in shell (excl. of domestic fowls, and fertilised for incubation)", , , , , , , ,, , , , , , ,N/A,34,-37,0,0, , ,
40790,"Birds' eggs, in shell, preserved or cooked", , , , , , , ,, , , , , , ,N/A,4,-45,0,654, ,"4,249",
40811,"Dried egg yolks, whether or not sweetened", , , , , , , ,, , , , , , ,N/A,1,-56,0,111, ,"5,874",
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, . . .", , , , , , , ,, , , , , , ,N/A,28,-23,0,716, ,"3,170",
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excl. egg yolks)", , , ,0, , , ,,162, ,0,37, ,"4,378",N/A,32,279,0,127, ,"5,850",
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or . . .", , , , , , , ,, , , , , , ,N/A,278,-11,0,"1,497", ,"2,043",
40900,Natural honey, , , ,0, , , ,,"2,355",-2,0,"1,025",Tons,"2,298",N/A,"2,615",52,0,"9,558",Tons,"3,072",-
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.", , , ,0, , , ,,35,-6,0,15, ,"2,333",N/A,15, ,0,0, , ,
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair", , , ,0, , , ,,1, ,0,0, , ,N/A,39,56,0,6, ,"15,167",
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, . . .", , , ,0, , , ,,24,12,0,6, ,"4,000",N/A,95,-37,0,"1,152", ,"1,805",
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated . . .", , , , , , , ,, , , , , , ,N/A,66,-57,0,18, ,"5,667",
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, . . .", , , ,0, , , ,,2, ,0,0, , ,N/A, , , ,56, ,"4,804",
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder . . .", , , ,0, , , ,,231,26,0,22, ,"10,500",N/A,45,87,0,336, ,"3,295",
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other . . .", , , , , , , ,, , , , , , ,N/A,4, ,0,2, ,"65,500",
51110,Bovine semen, , , ,0, , , ,,19,18,0,0, , ,N/A,3,-43,0,0, , ,
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, . . .", , , , , , , ,, , , , , , ,N/A,1,88,0,28, ,"15,393",
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excl. fish, crustaceans, . . .", , , ,0, , , ,,2,-58,0,0,Tons, ,N/A,8,-15,0,425,Tons,"4,513",
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human . . .", , , , , , , ,, , , , , , ,N/A,1,-57,0,0, , ,
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory . . .", , , ,0, , , ,,16,-18,0,8, ,"2,000",N/A,29,-41,0,0, , ,
60210,Unrooted cuttings and slips, , , ,0, , , ,,301,162,0,13, ,"23,154",N/A,715,350,0,0, , ,2
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted", , , ,0, , , ,,934,48,0,382, ,"2,445",N/A,"2,330",31,0,0, , ,27
60230,"Rhododendrons and azaleas, grafted or not", , , ,0, , , ,,2, ,0,0, , ,N/A,18,-43,0,7, ,"6,286",
60240,"Roses, whether or not grafted", , , ,0, , , ,,11,-19,0,11, ,"1,000",N/A, , , ,65, ,"4,400",
60290,"Live plants, incl. their roots, and mushroom spawn (excl. bulbs, tubers, tuberous roots, corms, . . .", , , ,0, , , ,,628,29,0,857, ,733,N/A,"1,832",-20,0,0, , ,-
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes", , , , , , , ,,29,-23,0,4,Tons,"7,250",N/A,3,-31,0,"5,455",Tons,"4,872",
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. . . .", , , , , , , ,, , , , , , ,N/A,11,-37,0,0, , ,
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable . . .", , , ,0, , , ,,598,184,0,47, ,"12,723",N/A,1,-54,0,0, , ,
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses . . .", , , , , , , ,,27, ,0,9, ,"3,000",N/A,34,13,0,0, , ,
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses . . .", , , , , , , ,,5,-33,0,1, ,"5,000",N/A,327,78,0,0, , ,
70110,Seed potatoes, , , ,0, , , ,,"10,083",-12,1,"16,348", ,617,N/A, , , ,"3,352", ,676,19
70190,Fresh or chilled potatoes (excl. seed), , , ,0, , , ,,92,-2,0,135, ,681,N/A,80,-33,0,"318,226", ,295,1
70200,"Tomatoes, fresh or chilled", , , ,0, , , ,,"7,128",128,0,"3,936", ,"1,811",N/A,282,-20,0,"16,020", ,"1,738",4
70310,Fresh or chilled onions and shallots, , , ,0, , , ,,"2,205",-20,0,"7,513", ,293,N/A,"1,065",-16,0,"356,595", ,306,68
70320,"Garlic, fresh or chilled", , , ,0, , , ,,"2,001",18,0,"1,127", ,"1,776",N/A,"1,829",64,0,"84,282", ,908,-
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)", , , ,0, , , ,,1, ,0,0, , ,N/A,12,-44,0,367, ,"2,725",
70410,Fresh or chilled cauliflowers and broccoli, , , ,0, , , ,,1,29,0,0, , ,N/A,73,-41,0,"2,730", ,"2,021",-
70420,"Brussels sprouts, fresh or chilled", , , , , , , ,, , , , , , ,N/A,4,-35,0,117, ,"3,128",
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, . . .", , , ,0, , , ,,2,-37,0,1, ,"2,000",N/A,123,-16,0,"1,264", ,"1,631",-
70511,Fresh or chilled cabbage lettuce, , , ,0, , , ,,3,-42,0,1, ,"3,000",N/A,13,-31,0,"2,911", ,"2,617",-
70519,Fresh or chilled lettuce (excl. cabbage lettuce), , , ,0, , , ,,4, ,0,1, ,"4,000",N/A,171,-36,0,"2,044", ,"2,561",
70529,Fresh or chilled chicory (excl. witloof chicory), , , , , , , ,, , , , , , ,N/A,8,86,0,83, ,"6,723",
70610,Fresh or chilled carrots and turnips, , , ,0, , , ,,474,148,0,"2,861", ,166,N/A,22,-37,0,"76,579", ,552,19
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excl. . . .", , , , , , , ,, , , , , , ,N/A,71,-18,0,"3,112", ,893,
70700,"Cucumbers and gherkins, fresh or chilled", , , ,0, , , ,,47,-9,0,33, ,"1,424",N/A,43,-36,0,"3,543", ,"1,448",-
70810,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled", , , ,0, , , ,,9,-3,0,20, ,450,N/A,40,-27,0,991, ,"1,040",-
70820,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled", , , ,0, , , ,,264,151,0,112, ,"2,357",N/A,48,-44,0,"1,474", ,"2,115",-
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and . . .", , , ,0, , , ,,184,144,0,102, ,"1,804",N/A,96,-15,0,749, ,"2,742",8
70920,Fresh or chilled asparagus, , , ,0, , , ,,9, ,0,1, ,"9,000",N/A,36,-38,0,"1,425", ,"3,265",
70930,"Fresh or chilled aubergines ""eggplants""", , , , , , , ,, , , , , , ,N/A,73,-19,0,226, ,"3,451",-
70940,Fresh or chilled celery (excl. celeriac), , , ,0, , , ,,2, ,0,1, ,"2,000",N/A,38,-20,0,737, ,"1,395",
70951,"Fresh or chilled mushrooms of the genus ""Agaricus""", , , , , , , ,, , , , , , ,N/A,95,-27,0,374, ,"4,861",
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, . . .", , , , , , , ,, , , , , , ,N/A,48,-16,0,536, ,"11,078",
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta, , , ,0, , , ,,49,31,0,23, ,"2,130",N/A,188,-29,0,"36,653", ,"1,036",2
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach", , , ,0, , , ,,1,-28,0,0, , ,N/A,27,-32,0,329, ,"6,714",
70991,Fresh or chilled globe artichokes, , , , , , , ,, , , , , , ,N/A,3,-46,0,61, ,"5,148",
70992,Fresh or chilled olives, , , , , , , ,, , , , , , ,N/A,25,-26,0,35, ,"3,771",
70993,"Fresh or chilled pumpkins, squash and gourds ""Cucurbita spp.""", , , , , , , ,, , , , , , ,N/A,28,-30,0,"6,138", ,898,
70999,Fresh or chilled vegetables n.e.s., , , , , , , ,,111,119,0,22, ,"5,045",N/A,349,-23,0,"29,764", ,"1,572",
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen", , , ,0, , , ,,586,65,0,517, ,"1,133",N/A,235,8,0,"2,148", ,678,6
71021,"Shelled or unshelled peas ""Pisum sativum"", uncooked or cooked by steaming or by boiling in . . .", , , ,0, , , ,,164,85,0,122, ,"1,344",N/A,57,1,0,0, , ,2
71022,"Shelled or unshelled beans ""Vigna spp., Phaseolus spp."", uncooked or cooked by steaming or . . .", , , ,0, , , ,,21,-32,0,20, ,"1,050",N/A,57,-26,0,"1,667", ,983,
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in . . .", , , ,0, , , ,,"9,879",10,3,"6,709", ,"1,472",N/A,38,-2,0,"1,065", ,"1,921",
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling . . .", , , ,0, , , ,,11, ,0,13, ,846,N/A,8,-13,0,"1,667", ,895,
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen", , , ,0, , , ,,18,52,0,10, ,"1,800",N/A,119,12,0,"6,389", ,"1,050",-
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, . . .", , , ,0, , , ,,249,14,0,180, ,"1,383",N/A,56,-32,0,"9,871", ,"2,070",1
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen", , , ,0, , , ,,558,11,0,498, ,"1,120",N/A,461,28,0,"9,243", ,"1,304",5
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or . . .", , , ,0, , , ,,91,-40,0,53, ,"1,717",N/A,30,-15,0,198, ,778,-
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur . . .", , , , , , , ,, , , , , , ,N/A,11,25,0,32, ,844,
71151,"Mushrooms of the genus ""Agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in . . .", , , , , , , ,, , , , , , ,N/A,14,4,0,65, ,"1,369",
71159,"Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in . . .", , , , , , , ,, , , , , , ,N/A,9,-32,0,0, , ,
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, . . .", , , ,0, , , ,,58,-36,0,37, ,"1,568",N/A,81,-29,0,"1,998", ,890,
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared", , , ,0, , , ,,44, ,0,23, ,"1,913",N/A,16,-16,0,"1,474", ,"1,833",
71231,"Dried mushrooms of the genus ""Agaricus"", whole, cut, sliced, broken or in powder, but not further . . .", , , , , , , ,, , , , , , ,N/A,13,-31,0,3, ,"15,000",
71232,"Dried wood ears ""Auricularia spp."", whole, cut, sliced, broken or in powder, but not further . . .", , , , , , , ,, , , , , , ,N/A,3, ,0,4, ,"11,750",
71239,"Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared . . .", , , , , , , ,, , , , , , ,N/A,17,-48,0,52, ,"18,212",
71290,"Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not . . .", , , ,0, , , ,,255,18,0,64, ,"3,984",N/A,330,24,0,"1,897", ,"1,830",-
71310,"Dried, shelled peas ""Pisum sativum"", whether or not skinned or split", , , ,0, , , ,,577,24,0,808, ,714,N/A,"8,570",-5,0,"81,464", ,350,8
71320,"Dried, shelled chickpeas ""garbanzos"", whether or not skinned or split", , , ,0, , , ,,"12,741",9,1,"10,710", ,"1,190",N/A,"6,072",-6,0,"156,955", ,771,"2,615"
71331,"Dried, shelled beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", whether . . .", , , ,0, , , ,,463,80,0,395, ,"1,172",N/A,"7,285",18,0,"50,440", ,697,79
71332,"Dried, shelled small red ""Adzuki"" beans ""Phaseolus or Vigna angularis"", whether or not skinned . . .", , , ,0, , , ,,24,-22,0,23, ,"1,043",N/A,91,-1,0,359, ,947,
71333,"Dried, shelled kidney beans ""Phaseolus vulgaris"", whether or not skinned or split", , , ,0, , , ,,"13,257",8,1,"9,973", ,"1,329",N/A,"3,084",33,0,"34,398", ,614,44
71334,"Dried, shelled bambara beans ""Vigna subterranea or Voandzeia subterranea"", whether or not skinned . . .", , , , , , , ,, , , , , , ,N/A,14,-2,0,12, ,833,
71335,"Dried, shelled cow peas ""Vigna unguiculata"", whether or not skinned or split", , , , , , , ,, , , , , , ,N/A,973,122,1,"8,122", ,682,
71339,"Dried, shelled beans ""Vigna and Phaseolus"", whether or not skinned or split (excl. beans of . . .", , , , , , , ,, , , , , , ,N/A,"1,456",34,0,"7,885", ,868,
71340,"Dried, shelled lentils, whether or not skinned or split", , , ,0, , , ,,"7,045",11,0,"6,764", ,"1,042",N/A,"29,160",31,1,"367,340", ,811,"1,265"
71350,"Dried, shelled broad beans ""Vicia faba var. major"" and horse beans ""Vicia faba var. equina . . .", , , ,0, , , ,,303,-35,0,362, ,837,N/A,132,33,0,"27,669", ,553,45
71360,"Dried, shelled pigeon peas ""Cajanus cajan"", whether or not skinned or split", , , , , , , ,, , , , , , ,N/A,"2,009",38,1,"18,505", ,716,
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, . . .", , , , , , , ,, , , , , , ,N/A,"5,493",22,1,"13,218", ,936,
71420,"Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets", , , , , , , ,, , , , , , ,N/A,11,-32,0,"13,958", ,666,
71430,"Yams ""Dioscorea spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form . . .", , , , , , , ,, , , , , , ,N/A,6,-33,0,"7,172", ,342,
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin . . .", , , , , , , ,, , , , , , ,N/A,2,-14,0,0, , ,
80111,Desiccated coconuts, , , ,0, , , ,,"1,088",49,0,485, ,"2,243",N/A,147,31,0,"11,072", ,"1,579",314
80112,"Fresh coconuts in the inner shell ""endocarp""", , , , , , , ,, , , , , , ,N/A,4,9,0,"6,006", ,547,
80119,"Fresh coconuts, whether or not shelled or peeled (excl. in the inner shell ""endocarp"")", , , ,0, , , ,,26,-20,0,56, ,464,N/A,17,-26,0,"47,354", ,448,
80121,"Fresh or dried brazil nuts, in shell", , , ,0, , , ,,331, ,2,51, ,"6,490",N/A,4,-42,0,65, ,"5,215",
