,,United Arab Emiratess exports to Egypt,,,Egypt's imports from world,,,,United Arab Emiratess exports to world,,,
Product code,Product label,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022,,Value in 2020,Value in 2021,Value in 2022
290315,"Ethylene dichloride ""ISO"" ""1,2 dichloroethane""",0,0,,,95160,173457,110684,,0,6,3713
290359,"Unsaturated fluorinated derivatives of acyclic hydrocarbons (excl. 2,3,3,3-tetrafluoropropene ...",0,0,,,,,,,0,0,97
290375,Dichloropentafluoropropanes,0,0,,,,,,,4,0,
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,,,0,0,11,,3,0,
290491,"Trichloronitromethane ""chloropicrin""",0,0,,,,,,,0,0,
290519,"Saturated monohydric acyclic alcohols (excl. methanol ""methyl alcohol"", propan-1-ol ""propyl ...",0,109,,,518,626,1807,,266,11655,279
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,,,8,0,4,,829,666,26
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...",208,1439,,,16193,27896,17935,,48620,48661,2521
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,,,0,0,45,,6104,0,4
300442,"Medicaments containing pseudoephedrine ""INN"" or its salts, not containing hormones, steroids ...",0,0,,,0,0,590,,1670,2931,
300650,First-aid boxes and kits,8,0,,,21,61,9,,1186,1552,130
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",0,0,,,946,2844,16427,,135,200,11
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,0,,,3276,2858,1246,,674,189,28
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,0,0,,,1356,4767,3649,,358,277,36
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,125,312,,,8065,12155,6911,,4573,10236,3628
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",128,43,,,18026,21443,17706,,6680,5535,338
320740,"Glass frit and other glass in the form of powder, granules or flakes",0,0,,,11461,25074,21141,,1629,15293,420
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excl. those based on synthetic ...",185,0,,,1008,1209,1779,,15599,25041,1196
321590,"Ink, whether or not concentrated or solid (excl. printing ink)",117,99,,,2577,4182,3892,,4695,6292,2530
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,,,371,277,54,,21,125,84
330130,Resinoids,1,0,,,64,388,508,,1224,647,288
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",218,296,,,83758,89848,81865,,67890,88329,41458
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",79,18,,,30,123,26,,600,640,416
510531,"Hair of Kashmir ""cashmere"" goats, carded or combed",0,0,,,,,,,397,58,
510610,Carded wool yarn containing >= 85% wool by weight (excl. that put up for retail sale),0,0,,,0,0,112,,6,9,
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,,,33,106,18,,210,100,63
511219,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,,,1693,435,196,,1752,679,335
511230,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",1,25,,,31,0,178,,160,410,6
511290,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",0,0,,,3,144,80,,53,38,2
520299,"Cotton waste (excl. yarn waste, thread waste and garnetted stock)",0,0,,,0,258,0,,220,112,33
520522,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...",0,0,,,103168,96430,50615,,0,1,15
520523,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...",0,0,,,15407,17136,36313,,0,40,
520534,"Multiple ""folded"" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by weight ...",0,0,,,0,0,0,,0,0,
520543,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...",0,0,,,128,0,12,,0,0,135
520546,"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...",0,0,,,51,118,157,,3,3,
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and ...",0,0,,,1557,1405,10121,,0,0,
520623,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres and ...",0,0,,,2160,1636,3182,,0,0,
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",52,33,,,1110,1755,2148,,1641,2873,109
350219,"Egg albumin (excl. dried [e.g. in sheets, scales, flakes, powder])",0,0,,,,,,,82,71,22
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",232,151,,,5690,5976,6832,,13458,17622,4117
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,,,1645,2249,0,,9,38,
360320,Detonating cords,0,0,,,0,0,30,,0,0,
370239,"Photographic film ""incl. instant print film"", sensitised, in rolls, unexposed, without perforations, ...",0,0,,,10,10,0,,103,69,1
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...",0,1,,,,,,,0,103,
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,,,,,,,0,1,
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,,,1985,3833,3164,,5,9,288
380190,"Preparations based on graphite or other carbon in the form of pastes, blocks, plates or other ...",0,28,,,76,98,95,,1227,6507,2562
380210,"Activated carbon (excl. medicaments or deodorant products for fridges, vehicles etc., put up ...",0,0,,,4236,5396,7672,,2404,2565,317
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,18,18,,,81,9,34,,378,370,478
380852,"DDT ""ISO"" ""clofenotane ""INN"""", in packings of a net weight content <= 300 g",0,0,,,0,0,2,,0,0,26
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",98,59,,,2687,1891,2408,,1912,1068,30
381239,Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...,1397,1268,,,0,0,26263,,30399,25308,7427
293141,Dimethyl methylphosphonate,0,0,,,,,,,0,0,28
293333,"Alfentanil ""INN"", anileridine ""INN"", bezitramide ""INN"", bromazepam ""INN"", carfentanil ""INN"", ...",0,0,,,239,40,567,,51,0,
293354,"Derivatives of malonylurea ""barbituric acid"" and salts thereof (excl. salts of malonylurea)",0,0,,,75,79,1,,0,0,
293379,"Lactams (excl. 6-hexanelactam ""epsilon-caprolactam"", clobazam ""INN"", methyprylon ""INN"", and ...",0,0,,,12313,11109,15255,,2060,3491,23
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,,,0,0,12,,0,0,19
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,,,3601,3569,3142,,169,441,129
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,,,132,621,744,,13,39,
293722,Halogenated derivatives of corticosteroidal hormones,0,0,,,6352,4617,6086,,1109,455,203
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excl. lysergic acid, ergotamine ...",0,0,,,788,918,822,,0,0,
294000,"Sugars, chemically pure (excl. sucrose, lactose, maltose, glucose and fructose); sugar ethers, ...",0,0,,,419,7551,2197,,356,349,39
294130,Tetracyclines and their derivatives; salts thereof,0,0,,,9588,12371,7233,,37,193,
294200,"Separate chemically defined organic compounds, n.e.s.",3,0,,,5867,4755,6853,,11421,35737,259
400942,"Tubes, pipes and hoses, of vulcanised rubber (excl. hard rubber), reinforced or otherwise combined ...",51,116,,,1510,6170,5183,,5178,20825,531
401019,"Conveyor belts or belting, of vulcanised rubber (excl. reinforced only with metal or only with ...",25,70,,,1135,1443,1551,,595,2129,463
401032,"Endless transmission belts of trapezoidal cross-section ""V-belts"", of vulcanised rubber, of ...",7,53,,,876,1244,1689,,5890,3742,45
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",7,44,,,824,766,610,,11603,13868,1960
401219,"Retreaded pneumatic tyres, of rubber (excl. of a kind used on motor cars, station wagons, racing ...",0,0,,,45,3,25,,40,15,194
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",26,12,,,8440,9926,11762,,11238,12904,448
290522,Acyclic terpene alcohols,0,0,,,781,845,539,,22,6,3
290541,"2-Ethyl-2-""hydroxymethyl"" propane-1,3-diol ""trimethylolpropane""",0,0,,,115,336,645,,3,33,375
290544,"D-glucitol ""sorbitol""",4,0,,,2110,1836,1380,,9326,1150,386
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excl. ethchlorvynol ...",1,0,,,5,6,411,,193,77,140
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,6,,,1224,916,427,,117,5349,27
291219,"Acyclic aldehydes, without other oxygen function (excl. methanal [formaldehyde] and ethanal ...",1003,1228,,,1445,557,2815,,7738,6004,258
291221,Benzaldehyde,0,0,,,6,40,0,,14,34,
291242,"Ethylvanillin ""3-ethoxy-4-hydroxybenzaldehyde""",0,0,,,1197,1132,2008,,197,222,2
291419,"Acyclic ketones, without other oxygen function (excl. acetone, butanone ""methyl ethyl ketone"" ...",2,86,,,198,524,337,,263,517,161
291461,Anthraquinone,0,0,,,,,,,56,0,
291512,Salts of formic acid,0,2,,,386,313,312,,98,285,81
291524,Acetic anhydride,0,0,,,164,0,0,,0,0,
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,,,898,547,252,,9,0,
291550,"Propionic acid, its salts and esters",0,0,,,1129,1434,1179,,8,51,529
440612,"Railway or tramway sleepers ""cross-ties"" of wood, not impregnated, non-coniferous",0,0,,,0,0,597,,0,0,
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...",0,0,,,0,62,439,,473,235,69
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,,,18,297,93,,125,636,57
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,,,134141,126060,144674,,3572,7319,253
441241,"Laminated veneered lumber ""LVL"", with at least one outer ply of tropical wood (excl. of bamboo, ...",0,0,,,,,,,0,0,1
441490,"Wooden frames for paintings, photographs, mirrors or similar objects (excl. of tropical wood)",0,0,,,0,0,25,,0,0,77
441520,"Pallets, box pallets and other load boards, of wood; pallet collars of wood (excl. containers ...",35,9,,,1565,1593,2478,,7443,18578,621
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,0,,,5641,6323,9119,,1850,2304,16
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,,,32,438,197,,7,916,21
530911,"Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached",0,0,,,161,1,423,,18,16,
540411,Elastomeric monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm,5,0,,,3,0,164,,35,85,2
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",11,371,,,4,85,0,,1800,1521,59
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,,,11,0,73,,28,1,413
540783,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",5,0,,,0,0,104,,53,131,16
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,,,73,26,297,,137,57,218
550110,"Filament tow as specified in Note 1 to chapter 55, of nylon or other polyamides",0,0,,,0,1,0,,0,2,
550290,"Artificial filament tow, as specified in Note 1 to chapter 55 (excl. of acetate)",0,0,,,0,0,406,,192,54,163
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excl. those ...",0,0,,,1429,189,56,,214,4,1
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning",0,0,,,2641,793,555,,0,5,
550921,Single yarn containing >= 85% polyester staple fibres by weight (excl. sewing thread and yarn ...,0,0,,,2070,5297,35636,,597,934,
551030,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,,,176,14,59,,0,0,
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",0,20,,,194932,440262,204756,,8207,10295,2102
551341,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,,,2,0,24,,811,1051,655
611610,"Gloves, mittens and mitts, impregnated, coated, covered or laminated with plastics or rubber, ...",51,16,,,1060,1692,1324,,6354,5541,312
520811,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², ...",10,0,,,614,597,197,,1694,1882,36
520921,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², ...",0,0,,,453,40,0,,7,37,
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m², made of yarn of different ...",0,0,,,99379,105868,45591,,4437,2256,418
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,,,47,335,77,,35,216,
521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,,,31,568,606,,2,2,
521142,"Denim, containing predominantly, but < 85% cotton by weight, mixed principally or solely with ...",0,0,,,10620,29687,55864,,4735,5061,4041
521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,,,0,0,223,,0,28,
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",342,614,,,17,191,429,,13452,14550,3156
640359,"Footwear with outer soles and uppers of leather (excl. covering the ankle, incorporating a ...",375,432,,,1883,662,459,,40617,41610,4338
640411,"Sports footwear, incl. tennis shoes, basketball shoes, gym shoes, training shoes and the like, ...",5183,7260,,,3256,647,216,,192590,268558,6518
650100,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux ...",0,0,,,4,1,4,,244,385,13
650610,"Safety headgear, whether or not lined or trimmed",303,58,,,1568,2829,1882,,6346,6935,2563
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...",0,1,,,42,93,15,,401,396,710
680100,"Setts, curbstones and flagstones, of natural stone (excl. slate)",8,0,,,0,1420,0,,11160,7537,426
680990,Articles of plaster or of compositions based on plaster (excl. plaster bandages for straightening ...,0,0,,,660,528,1206,,4111,3809,1491
441820,"Doors and their frames and thresholds, of wood",10,15,,,5141,7604,0,,6436,8093,2370
441840,Wooden shuttering for concrete constructional work (excl. plywood boarding),0,0,,,1805,2411,1165,,5881,7963,350
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,,,0,0,1631,,1102,1780,1280
441889,Engineered structural timber products (excl. glue-laminated or cross-laminated timber and I ...,0,0,,,0,0,23,,0,0,173
442110,Clothes hangers of wood,6,18,,,441,182,238,,1898,1421,58
450190,"Cork waste; crushed, powdered or ground cork",0,0,,,4,1,4,,1,49,6
470411,"Unbleached coniferous chemical wood pulp, sulphite (excl. dissolving grades)",0,0,,,,,,,8,1,
700232,Tubes of glass having a linear coefficient of expansion <= 5 x 10-6 per kelvin within a temperature ...,0,0,,,7,289,771,,18,15,
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass ""body tinted"", ...",0,0,,,496,291,29,,0,19,
700510,"Float glass and surface ground or polished glass, in sheets, having an absorbent, reflecting ...",468,1057,,,6446,9618,7035,,12487,17906,10173
701328,"Drinking glasses, stemware (excl. of glass ceramics or of lead crystal)",0,16,,,3584,3687,2266,,1201,2728,516
701333,Drinking glasses of lead crystal (excl. stemware),0,0,,,414,29,33,,9191,16641,60
701349,Glassware for table or kitchen purposes (excl. glass having a linear coefficient of expansion ...,11068,12756,,,18700,19409,11327,,49505,63728,21758
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",21,1,,,326,680,806,,92,105,7
701913,"Yarn and slivers of glass fibres (excl. in chopped strands of a length of <= 50 mm, and rovings)",0,0,,,,,,,0,0,60
701969,"Mechanically bonded fabrics of glass fibres (excl. closed fabrics of rovings, and woven fabrics)",0,0,,,0,0,4,,0,0,38
710121,"Cultured pearls, unworked, whether or not graded",0,0,,,,,,,127,2068,1
710610,"Powder of silver, incl. silver plated with gold or platinum",0,0,,,68,0,39,,11605,17388,4142
