Product Code,Product Label,"UAE export to russia Value in 2022, USD thousands","nnual growth in value between 2018-2022, %, p.a","Russia Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported Uae to russia in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"russia import from world Value in 2022, USD thousand ","Annual growth in value between russia import from world 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported russia to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"uae to world export Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","Share in world exports, % ",Quantity exported Uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
30510,"Flours, meals and pellets of fish, fit for human consumption", , , ,5, , , ,30,113,5,0,16,Tons,"7,063",31,45,0,8,Tons,"2,750",
30520,"Fish livers, roes and milt, dried, smoked, salted or in brine", , , ,10, , , ,30,50,-56,0,4,Tons,"12,500", , , ,0,Tons, ,
30532,"Fillets, dried, salted or in brine, but not smoked, of fish of the families Bregmacerotidae, . . .", , , ,5, , , ,90,22, ,0,1,Tons,"22,000", , , ,0,Tons, ,
30539,"Fish fillets, dried, salted or in brine, but not smoked (excl. tilapia, catfish, carp, eels, . . .", , , ,6, , , ,120,"5,134",216,3,397,Tons,"12,932",39,0,0,2,Tons,"12,500",
30541,"Smoked Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus . . .", , , ,17, , , ,30,6,-44,0,0,Tons, ,260,11,0,54,Tons,"20,759",
30542,"Smoked herring ""Clupea harengus, Clupea pallasii"", incl. fillets (excl. offal)", , , ,5, , , ,30,1,182,0,0,Tons, , , , ,9,Tons,"3,889",
30543,"Smoked trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, . . .", , , ,3, , , ,30,4,91,0,0,Tons, ,3,29,0,2,Tons,"15,500",
30544,"Smoked tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus . . .", , , ,3, , , ,150,1,243,0,1,Tons,"1,000", , , ,0,Tons, ,
30549,"Smoked fish, incl. fillets (excl. offal, Pacific salmon, Atlantic salmon, Danube salmon, herring, . . .", , , ,3, , , ,150,278,109,0,180,Tons,"1,544",243,-14,0,12,Tons,"10,833",
30551,"Dried cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", even salted, not smoked (excl. fillets . . .", , , ,5, , , ,60, , , , ,Tons, ,1,124,0,0,Tons, ,
30552,"Dried tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus . . .", , , ,7, , , ,150, , , , ,Tons, ,239,-11,4, ,Tons, ,
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, . . .", , , ,7, , , ,150, , , , ,Tons, ,5,91,0,0,Tons, ,
30554,"Dried herrings ""Clupea harengus, Clupea pallasii"", anchovies ""Engraulis spp."", sardines ""Sardina . . .", , , ,5, , , ,150,"1,981",-5,2,253,Tons,"7,830","22,518",5,21,7,Tons,"9,286",
30559,"Fish, dried, even salted but not smoked, n.e.s. (excl. fillets and offal)", , , ,7, , , ,150,"1,567",1,0,671,Tons,"2,335",256,-47,0,0,Tons, ,
30569,"Fish, salted or in brine only (excl. fillets, offal, herring, cod, anchovies, tilapia, catfish, . . .", , , ,7, , , ,120,930,832,1,244,Tons,"3,811",3,-23,0,89,Tons,"2,045",
30571,"Shark fins, smoked, dried, salted or in brine", , , , , , , ,, , , , , , ,562,-38,0, , , ,
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine", , , ,4, , , ,60, , , , ,Tons, ,"1,581",-34,0,1,Tons,"200,000",
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excl. heads, tails, . . .", , , ,4, , , ,60,340, ,1,76,Tons,"4,474",201,-27,0, ,Tons, ,
30611,"Frozen rock lobster and other sea crawfish ""Palinurus spp."", ""Panulirus spp."" and ""Jasus spp."", . . .", , , ,5, , , ,70,440,673,0,20, ,"22,000","15,837",27,2,100, ,"17,270",1
30612,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, . . .", , , ,5, , , ,70, , , , ,Tons, ,"8,819",18,1,152,Tons,"26,776",-
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming . . .", , , ,6, , , ,140,29,-26,0,1,Tons,"29,000",356,-14,0,464,Tons,"14,412",-
30616,"Frozen cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether . . .", , , ,3, , , ,105,"59,390",21,4,"9,648",Tons,"6,156","4,969",20,0,150,Tons,"5,040",
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in . . .", , , ,3, , , ,210,"303,189",18,1,"39,759",Tons,"7,626","138,616",-2,1,"28,005",Tons,"6,464",
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. . . .", , , ,6, , , ,105,141,-5,0,33,Tons,"4,273",648,-2,1,91,Tons,"7,242",
30632,"Lobsters ""Homarus spp."", whether in shell or not, live, fresh or chilled", , , ,4, , , ,148,66,189,0,2, ,"33,000",70,-27,0,293, ,"24,362",
30633,"Crabs, whether in shell or not, live, fresh or chilled", , , ,6, , , ,111,32,18,0,0,Tons, ,10,-29,0,147,Tons,"23,082",
30635,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", whether in shell or not, live, . . .", , , , , , , ,, , , , , , ,1,-28,0,162, ,"10,722",
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps . . .", , , ,5, , , ,148,83,7,0,1,Tons,"83,000",229,9,0,"1,981",Tons,"6,488",
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. . . .", , , ,6, , , ,111,591,-8,1,0,Tons, ,23,87,0,22,Tons,"6,955",
30692,"Lobsters ""Homarus spp."", whether in shell or not, dried, salted, smoked or in brine, incl. . . .", , , ,4, , , ,148,5, ,0,0, , , , , ,0, , ,
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked . . .", , , ,9, , , ,111, , , , ,Tons, ,1,-43,0,0,Tons, ,
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones . . .", , , ,4, , , ,148,89,82,0,28, ,"3,179",19,-33,0,290, ,"4,490",
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in . . .", , , ,8, , , ,111, , , , ,Tons, ,7,-23,0,4,Tons,"6,000",
30711,"Oysters, even in shell, live, fresh or chilled", , , ,5, , , ,60,"1,113",-12,0,82,Tons,"13,573",549,57,0,180,Tons,"11,439",
30712,"Oysters, even in shell, frozen", , , ,6, , , ,60,36, ,0,2,Tons,"18,000",51,-21,0,2,Tons,"6,500",
30719,"Oysters, even in shell, smoked, dried, salted or in brine", , , ,6, , , ,60,"1,377",49,3,107,Tons,"12,869",20,-25,0,1,Tons,"40,000",
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell", , , ,5, , , ,30, , , , ,Tons, ,14,-56,0,52,Tons,"12,173",
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell", , , ,6, , , ,90,"3,881",-4,0,321,Tons,"12,090",319,-6,0,281,Tons,"17,409",
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even . . .", , , ,6, , , ,90, , , , ,Tons, ,54,2,0,4,Tons,"20,250",
30731,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell", , , ,4, , , ,60, , , , ,Tons, ,135,26,0,162,Tons,"4,377",
30732,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell", , , ,5, , , ,90,"2,876",-4,1,670,Tons,"4,293",756,11,0,973,Tons,"4,799",
30739,"Mussels ""Mytilus spp., Perna spp."", smoked, dried, salted or in brine, even in shell", , , ,5, , , ,90, , , , ,Tons, ,113,12,0,19,Tons,"3,789",
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell", , , ,5, , , ,90, , , , ,Tons, ,743,9,0,120,Tons,"5,108",
30743,"Cuttle fish and squid, frozen, with or without shell", , , ,4, , , ,390,"52,055",13,1,"16,560",Tons,"3,143","5,938",48,0,"5,780",Tons,"4,021",
30749,"Cuttle fish and squid, smoked, dried, salted or in brine, with or without shell", , , ,5, , , ,390,144,-50,0,81,Tons,"1,778","1,188",15,0,143,Tons,"2,993",
30751,"Octopus ""Octopus spp."", live, fresh or chilled", , , ,5, , , ,30, , , , ,Tons, ,1,-50,0,0,Tons, ,
30752,"Octopus ""Octopus spp."", frozen", , , ,3, , , ,90,"10,979",10,0,"1,154",Tons,"9,514",302,19,0,539,Tons,"8,124",
30759,"Octopus ""Octopus spp."", smoked, dried, salted or in brine", , , ,6, , , ,90,221,40,0,21, ,"10,524",6,-20,0,64, ,"10,406",
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without . . .", , , ,6, , , ,52,41,47,0,1, ,"41,000", , , ,2, ,"10,000",
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, . . .", , , ,4, , , ,30, , , , ,Tons, ,4,-4,0,79,Tons,"6,177",
30772,"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, . . .", , , ,6, , , ,90, , , , ,Tons, ,20,22,0,43,Tons,"4,721",
30779,"Smoked, dried, salted or in brine, even in shell, clams, cockles and ark shells ""families Arcidae, . . .", , , , , , , ,, , , , , , ,11,-2,0,10, ,"4,400",
30781,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp.""", , , , , , , ,, , , , , , ,651,166,0,11, ,"27,818",
30783,"Frozen, even in shell, abalone ""Haliotis spp.""", , , ,6, , , ,90,59,55,0,36, ,"1,639", , , ,0, , ,
30784,"Frozen, even in shell, stromboid conchs ""Strombus spp.""", , , , , , , ,, , , , , , ,8,384,0, , , ,
30787,"Smoked, dried, salted or in brine, even in shell, abalone ""Haliotis spp.""", , , , , , , ,, , , , , , ,"4,483",272,7, , , ,
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, . . .", , , ,4, , , ,30,35,17,0,1,Tons,"35,000",9,-30,0,4,Tons,"26,500",
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, . . .", , , ,6, , , ,150,964,303,0,80,Tons,"12,050",45,106,0,89,Tons,"15,719",
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the . . .", , , ,6, , , ,150, , , , ,Tons, ,12,15,0,8,Tons,"12,000",
30819,"Smoked, dried, salted or in brine, sea cucumbers ""Stichopus japonicus, Holothuroidea""", , , ,5, , , ,87, , , , ,Tons, ,267,-22,0, ,Tons, ,
30821,"Live, fresh or chilled, sea urchins ""Strongylocentrotus spp., Paracentrotus lividus, Loxechinus . . .", , , ,4, , , ,29,27,-36,0,0,Tons, , , , ,1,Tons,"234,000",
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates . . .", , , ,5, , , ,116,48,-38,0,3,Tons,"16,000",22,-19,0,1,Tons,"231,000",
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar . . .", , , ,11, , , ,68,104,-40,0,21,Tons,"4,952","1,191",46,0,0,Tons, ,2
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing . . .", , , ,9, , , ,204,"7,050",-7,0,"9,906",No quantity,712,799,20,0,0,No quantity, ,89
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing . . .", , , ,11, , , ,68,85,89,0,35,No quantity,"2,429",97,-26,0,102,No quantity,"2,373",
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar . . .", , , ,11, , , ,204,746,36,0,273,Tons,"2,733",656,37,0,0,Tons, ,
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%", , , ,11, , , ,144,"10,774",-15,0,"2,807",Tons,"3,838","3,325",-43,0,"30,140",Tons,"3,783",134
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened", , , ,11, , , ,170,"12,121",-36,0,"3,112",Tons,"3,895","44,336",29,0,"84,778",Tons,"4,044","3,768"
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened", , , ,10, , , ,170,10,8,0,4,Tons,"2,500","6,170",9,1,"18,573",Tons,"3,678",16
40291,"Milk and cream, concentrated but unsweetened (excl. in solid forms)", , , ,11, , , ,204,11,-25,0,7,No quantity,"1,571",967,-27,0,"39,228",No quantity,"1,758",87
40299,"Milk and cream, concentrated and sweetened (excl. in solid forms)", , , ,11, , , ,170,25,36,0,10,No quantity,"2,500","5,226",22,1,"3,138",No quantity,"2,573",26
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, . . .", , , ,13, , , ,372,"2,145",10,0,"1,351",Tons,"1,588",356,-10,0,950,Tons,"2,740",21
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, . . .", , , ,16, , , ,682,"3,484",-8,0,"4,729",Tons,737,136,3,0,"6,660",Tons,"3,101",57
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening . . .", , , ,11, , , ,806,"1,206",-40,0,680,Tons,"1,774",3,0,0,"10,330",Tons,"1,963",8
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.", , , ,11, , , ,186,"1,024",-20,0,123,Tons,"8,325",16,-35,0,"3,767",Tons,"2,230",10
40510,Butter (excl. dehydrated butter and ghee), , , ,11, , , ,155,"136,268",9,2,"26,601",Tons,"5,123",394,-27,0,"11,860",Tons,"6,506",466
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%", , , ,11, , , ,93, , , , ,Tons, ,2,-70,0,94,Tons,"8,309",3
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excl. natural butter, recombined . . .", , , ,11, , , ,62,"14,348",-21,1,"2,341",Tons,"6,129","1,071",-3,0,"7,965",Tons,"6,728",27
40610,"Fresh cheese ""unripened or uncured cheese"", incl. whey cheese, and curd", , , ,11, , , ,124,"39,824",-4,0,"9,407",Tons,"4,233","1,058",-23,0,"11,523",Tons,"5,119",31
40620,"Grated or powdered cheese, of all kinds", , , ,11, , , ,62,245,-31,0,50,Tons,"4,900",430,22,0,"9,126",Tons,"4,221",3
40630,"Processed cheese, not grated or powdered", , , ,11, , , ,132,"5,519",-1,0,"1,109",Tons,"4,977",431,2,0,"16,521",Tons,"5,996",43
40640,"Blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti""", , , ,11, , , ,93,"8,386",9,1,"1,026",Tons,"8,173",19,-7,0,156,Tons,"9,436",
40690,"Cheese (excl. fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese and . . .", , , ,11, , , ,"1,116","65,106",-11,0,"10,416",Tons,"6,251","1,209",54,0,"16,735",Tons,"6,587",68
40711,"Fertilised eggs for incubation, of domestic fowls", , , ,0, , , ,18,"148,759",-2,8,0,Tons, ,27, ,0,0,Tons, ,
40719,Fertilised birds' eggs for incubation (excl. of domestic fowls), , , ,3, , , ,78,"45,015",6,16,0,Tons, , , , ,8,Tons,"8,625",
40721,"Fresh eggs of domestic fowls, in shell (excl. fertilised for incubation)", , , ,11, , , ,26,"2,137",-29,0,"2,315",Tons,923,"2,210",13,0,0,Tons, ,
40729,"Fresh birds' eggs, in shell (excl. of domestic fowls, and fertilised for incubation)", , , ,9, , , ,52,26,-77,0,41,Tons,634,34,-37,0,0,Tons, ,
40790,"Birds' eggs, in shell, preserved or cooked", , , ,9, , , ,54,52,-53,0,6,Tons,"8,667",4,-45,0,654,Tons,"4,249",
40811,"Dried egg yolks, whether or not sweetened", , , ,11, , , ,50,"5,985",6,4,"1,810",Tons,"3,307",1,-56,0,111,Tons,"5,874",
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, . . .", , , , , , , ,, , , , , , ,28,-23,0,716, ,"3,170",
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excl. egg yolks)", , , ,8, , , ,52,521,51,0,176,Tons,"2,960",32,279,0,127,Tons,"5,850",
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or . . .", , , , , , , ,, , , , , , ,278,-11,0,"1,497", ,"2,043",1
40900,Natural honey, , , ,11, , , ,25,335,-13,0,44,Tons,"7,614","2,615",52,0,"9,558",Tons,"3,072",1
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.", , , ,11, , , ,24,101,5,0,8,Tons,"12,625",15, ,0,0,Tons, ,
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair", , , ,4, , , ,N/A,38,148,0,2,No quantity,"19,000",39,56,0,6,No quantity,"15,167",
50210,"Pigs', hogs' or boars' bristles and waste of such bristles", , , , , , , ,,421,-20,1,47, ,"8,957", , , , , , ,
50290,Badger and other brush making hair and waste thereof, , , ,8, , , ,2,315,-6,1,3,Tons,"105,000", , , ,1,Tons,"12,000",
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, . . .", , , ,4, , , ,23,"29,752",-15,1,"6,111",Tons,"4,869",95,-37,0,"1,152",Tons,"1,805",1
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated . . .", , , ,8, , , ,4,392,-7,0,349,Tons,"1,123",66,-57,0,18,Tons,"5,667",
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, . . .", , , ,8, , , ,3,35,-55,0,35,No quantity,"1,000", , , ,56,No quantity,"4,804",
50610,Ossein and bones treated with acid, , , ,8, , , ,2,46,14,0,3, ,"15,333", , , ,0, , ,
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply . . .", , , ,8, , , ,3,13,-23,0,0,Tons, , , , ,140,Tons,"1,264",
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, . . .", , , ,8, , , ,2,63,51,0,1,Tons,"63,000", , , ,1,Tons,"20,000",
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder . . .", , , ,8, , , ,N/A,357,-7,0,48,No quantity,"7,438",45,87,0,336,No quantity,"3,295",
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other . . .", , , ,4, , , ,2,215,-17,0,0,Tons, ,4, ,0,2,Tons,"65,500",
51110,Bovine semen, , , ,4, , , ,4,"39,992",32,7,0,Tons, ,3,-43,0,0,Tons, ,
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, . . .", , , ,4, , , ,20,"4,102",-10,0,"1,189",Tons,"3,450",1,88,0,28,Tons,"15,393",
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excl. fish, crustaceans, . . .", , , ,4, , , ,196,"8,054",2,0,0,Tons, ,8,-15,0,425,Tons,"4,513",
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human . . .", , , ,4, , , ,20,"11,216",-20,1,"3,192",Tons,"3,514",1,-57,0,0,Tons, ,
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory . . .", , , ,4, , , ,12,"11,085",0,1,"2,016",Tons,"5,499",29,-41,0,0,Tons, ,
60210,Unrooted cuttings and slips, , , ,2, , , ,10,"4,430",70,1,315,Tons,"14,063",715,350,0,0,Tons, ,2
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted", , , ,3, , , ,10,"38,144",-1,5,"6,373",Tons,"5,985","2,330",31,0,0,Tons, ,175
60230,"Rhododendrons and azaleas, grafted or not", , , ,4, , , ,5,"1,406",-2,2,442,Tons,"3,181",18,-43,0,7,Tons,"6,286",6
60240,"Roses, whether or not grafted", , , ,4, , , ,5,"4,132",-11,3,"1,045",Tons,"3,954", , , ,65,Tons,"4,400",
60290,"Live plants, incl. their roots, and mushroom spawn (excl. bulbs, tubers, tuberous roots, corms, . . .", , , ,4, , , ,50,"59,850",-14,1,0,Tons, ,"1,832",-20,0,0,Tons, ,31
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes", , , ,4, , , ,5,"80,653",-20,2,"13,645",No quantity,"5,911",3,-31,0,"5,455",No quantity,"4,872",
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes", , , ,4, , , ,5,"9,779",-13,1,"1,972",Tons,"4,959", , , ,153,Tons,"5,837",
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes", , , ,4, , , ,5,"6,052",7,3,256,Tons,"23,641", , , ,150,Tons,"9,773",
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes", , , ,4, , , ,6,"122,036",9,12,"15,684",Tons,"7,781", , , ,"1,294",Tons,"6,219",
60315,"Fresh cut lilies ""Lilium spp."" and buds, of a kind suitable for bouquets or for ornamental . . .", , , ,4, , , ,5,"9,140",4,3,948,Tons,"9,641", , , ,138,Tons,"7,978",
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. . . .", , , ,4, , , ,10,"124,600",1,3,"14,897",Tons,"8,364",11,-37,0,0,Tons, ,
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable . . .", , , ,6, , , ,5,"6,357",24,1,"2,554",Tons,"2,489",1,-54,0,0,Tons, ,
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses . . .", , , ,4, , , ,20,"10,323",-9,1,"1,607",Tons,"6,424",34,13,0,0,Tons, ,
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses . . .", , , ,4, , , ,16,714,-19,0,0,Tons, ,327,78,0,0,Tons, ,
70110,Seed potatoes, , , ,4, , , ,4,"10,119",-5,1,"18,991",Tons,533, , , ,"3,352",Tons,676,1
70190,Fresh or chilled potatoes (excl. seed), , , ,8, , , ,69,"184,656",8,4,"409,737",Tons,451,80,-33,0,"318,226",Tons,295,164
70200,"Tomatoes, fresh or chilled", , , ,9, , , ,200,"345,472",-8,3,"306,665",Tons,"1,127",282,-20,0,"16,020",Tons,"1,738",67
70310,Fresh or chilled onions and shallots, , , ,8, , , ,75,"58,324",-1,1,"183,571",Tons,318,"1,065",-16,0,"356,595",Tons,306,176
70320,"Garlic, fresh or chilled", , , ,8, , , ,25,"59,171",7,2,"48,855",Tons,"1,211","1,829",64,0,"84,282",Tons,908,223
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)", , , ,11, , , ,25,"6,808",41,2,"6,100",Tons,"1,116",12,-44,0,367,Tons,"2,725",
70410,Fresh or chilled cauliflowers and broccoli, , , ,8, , , ,25,"13,547",16,1,"10,828",Tons,"1,251",73,-41,0,"2,730",Tons,"2,021",16
70420,"Brussels sprouts, fresh or chilled", , , ,10, , , ,25,196,42,0,131,Tons,"1,496",4,-35,0,117,Tons,"3,128",-
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, . . .", , , ,9, , , ,75,"54,656",5,2,"89,629",Tons,610,123,-16,0,"1,264",Tons,"1,631",5
70511,Fresh or chilled cabbage lettuce, , , ,11, , , ,25,"7,259",-12,1,"7,016",Tons,"1,035",13,-31,0,"2,911",Tons,"2,617",13
70519,Fresh or chilled lettuce (excl. cabbage lettuce), , , ,11, , , ,25,791,-9,0,711,Tons,"1,113",171,-36,0,"2,044",Tons,"2,561",5
